,Q29
16952,"3,000-3,999"
16955,"200,000-249,999"
16956,"7,500-9,999"
16957,"1,000-1,999"
16961,"25,000-29,999"
16965,"5,000-7,499"
16967,$0-999
16969,"15,000-19,999"
16970,"3,000-3,999"
16973,"30,000-39,999"
16975,"300,000-499,999"
16976,"250,000-299,999"
16983,"2,000-2,999"
16986,$0-999
16989,$0-999
16990,"90,000-99,999"
16992,"200,000-249,999"
16998,"300,000-499,999"
16999,"7,500-9,999"
17000,$0-999
17001,"10,000-14,999"
17002,"1,000-1,999"
17008,"150,000-199,999"
17011,"100,000-124,999"
17017,"25,000-29,999"
17022,"150,000-199,999"
17026,"7,500-9,999"
17029,"5,000-7,499"
17031,"2,000-2,999"
17032,"1,000-1,999"
17038,"25,000-29,999"
17039,"60,000-69,999"
17041,"90,000-99,999"
17044,"40,000-49,999"
17045,$0-999
17047,"50,000-59,999"
17049,"30,000-39,999"
17050,"20,000-24,999"
17054,"20,000-24,999"
17056,"40,000-49,999"
17060,"10,000-14,999"
17062,"30,000-39,999"
17063,"10,000-14,999"
17067,"40,000-49,999"
17069,$0-999
17073,"15,000-19,999"
17077,"125,000-149,999"
17083,"2,000-2,999"
17084,"30,000-39,999"
17085,"15,000-19,999"
17087,"5,000-7,499"
17089,"1,000-1,999"
17091,"125,000-149,999"
17093,"90,000-99,999"
17100,"70,000-79,999"
17101,"5,000-7,499"
17107,"200,000-249,999"
17111,"200,000-249,999"
17112,"1,000-1,999"
17116,$0-999
17117,"1,000-1,999"
17121,"3,000-3,999"
17123,"90,000-99,999"
17126,"25,000-29,999"
17129,"100,000-124,999"
17137,"5,000-7,499"
17142,"200,000-249,999"
17151,"25,000-29,999"
17154,$0-999
17155,"10,000-14,999"
17160,$0-999
17162,"20,000-24,999"
17167,"100,000-124,999"
17168,"150,000-199,999"
17169,"2,000-2,999"
17171,"10,000-14,999"
17173,$0-999
17174,"30,000-39,999"
17175,"20,000-24,999"
17177,"5,000-7,499"
17188,"40,000-49,999"
17190,"7,500-9,999"
17193,$0-999
17194,"2,000-2,999"
17197,"20,000-24,999"
17198,"10,000-14,999"
17201,"90,000-99,999"
17206,"5,000-7,499"
17213,"10,000-14,999"
17214,"3,000-3,999"
17216,"50,000-59,999"
17219,"50,000-59,999"
17223,$0-999
17225,"2,000-2,999"
17226,"7,500-9,999"
17235,"300,000-499,999"
17238,"200,000-249,999"
17240,"3,000-3,999"
17242,"125,000-149,999"
17247,"60,000-69,999"
17248,"40,000-49,999"
17249,"1,000-1,999"
17250,"50,000-59,999"
17251,$0-999
17253,"7,500-9,999"
17254,"10,000-14,999"
17256,"90,000-99,999"
17257,"40,000-49,999"
17260,$0-999
17263,"30,000-39,999"
17264,"10,000-14,999"
17265,$0-999
17266,"60,000-69,999"
17268,"200,000-249,999"
17269,"300,000-499,999"
17275,"40,000-49,999"
17276,"50,000-59,999"
17277,"100,000-124,999"
17281,"40,000-49,999"
17283,"10,000-14,999"
17285,"10,000-14,999"
17296,"20,000-24,999"
17299,"3,000-3,999"
17301,"50,000-59,999"
17302,$0-999
17303,"90,000-99,999"
17304,"90,000-99,999"
17308,"40,000-49,999"
17311,"20,000-24,999"
17312,"20,000-24,999"
17317,"150,000-199,999"
17322,"70,000-79,999"
17324,"150,000-199,999"
17329,"5,000-7,499"
17330,"60,000-69,999"
17332,"15,000-19,999"
17333,"3,000-3,999"
17334,"100,000-124,999"
17335,$0-999
17338,"5,000-7,499"
17339,"300,000-499,999"
17340,"50,000-59,999"
17341,"$500,000-999,999"
17346,"3,000-3,999"
17347,"1,000-1,999"
17348,"50,000-59,999"
17353,"30,000-39,999"
17354,"1,000-1,999"
17358,"200,000-249,999"
17366,"15,000-19,999"
17368,"250,000-299,999"
17370,"1,000-1,999"
17376,"200,000-249,999"
17377,"40,000-49,999"
17382,"70,000-79,999"
17387,"200,000-249,999"
17389,"30,000-39,999"
17399,"100,000-124,999"
17401,"10,000-14,999"
17402,"5,000-7,499"
17404,"15,000-19,999"
17406,"250,000-299,999"
17413,"150,000-199,999"
17414,"5,000-7,499"
17415,"100,000-124,999"
17416,"50,000-59,999"
17428,"30,000-39,999"
17429,$0-999
17430,"1,000-1,999"
17435,"80,000-89,999"
17436,"4,000-4,999"
17440,"10,000-14,999"
17450,"40,000-49,999"
17452,"3,000-3,999"
17455,"50,000-59,999"
17462,"5,000-7,499"
17464,"10,000-14,999"
17466,"200,000-249,999"
17468,"3,000-3,999"
17471,"5,000-7,499"
17473,"30,000-39,999"
17475,"30,000-39,999"
17479,"10,000-14,999"
17482,"2,000-2,999"
17483,"125,000-149,999"
17484,"15,000-19,999"
17486,"40,000-49,999"
17487,"100,000-124,999"
17489,"2,000-2,999"
17495,"300,000-499,999"
17496,"1,000-1,999"
17507,$0-999
17509,"20,000-24,999"
17510,"250,000-299,999"
17512,$0-999
17513,"3,000-3,999"
17514,"2,000-2,999"
17516,"250,000-299,999"
17518,$0-999
17521,"15,000-19,999"
17528,"30,000-39,999"
17529,$0-999
17530,$0-999
17536,"5,000-7,499"
17538,"7,500-9,999"
17540,"100,000-124,999"
17542,"25,000-29,999"
17545,"10,000-14,999"
17549,"300,000-499,999"
17551,"7,500-9,999"
17567,"90,000-99,999"
17568,"100,000-124,999"
17572,"7,500-9,999"
17573,$0-999
17574,"150,000-199,999"
17578,$0-999
17579,"15,000-19,999"
17580,"150,000-199,999"
17584,"10,000-14,999"
17590,"40,000-49,999"
17591,"5,000-7,499"
17593,"100,000-124,999"
17598,"100,000-124,999"
17600,"60,000-69,999"
17601,"40,000-49,999"
17605,"60,000-69,999"
17610,"1,000-1,999"
17612,"150,000-199,999"
17616,$0-999
17617,"70,000-79,999"
17619,"30,000-39,999"
17627,$0-999
17631,"100,000-124,999"
17634,"40,000-49,999"
17636,"10,000-14,999"
17637,"25,000-29,999"
17640,"25,000-29,999"
17641,"150,000-199,999"
17645,"5,000-7,499"
17657,"150,000-199,999"
17659,"150,000-199,999"
17662,"100,000-124,999"
17663,"50,000-59,999"
17664,"3,000-3,999"
17666,"10,000-14,999"
17668,"125,000-149,999"
17677,"60,000-69,999"
17682,"40,000-49,999"
17684,"40,000-49,999"
17691,"4,000-4,999"
17692,"150,000-199,999"
17696,"7,500-9,999"
17697,"300,000-499,999"
17698,$0-999
17705,"30,000-39,999"
17707,$0-999
17709,"3,000-3,999"
17710,"5,000-7,499"
17713,"40,000-49,999"
17717,"125,000-149,999"
17718,"15,000-19,999"
17719,"25,000-29,999"
17720,"1,000-1,999"
17724,">$1,000,000"
17725,"150,000-199,999"
17727,"50,000-59,999"
17728,"15,000-19,999"
17732,"100,000-124,999"
17734,"2,000-2,999"
17735,"90,000-99,999"
17740,"2,000-2,999"
17742,"100,000-124,999"
17744,"40,000-49,999"
17745,"90,000-99,999"
17747,$0-999
17752,$0-999
17753,"15,000-19,999"
17756,"3,000-3,999"
17762,"1,000-1,999"
17763,"10,000-14,999"
17765,"80,000-89,999"
17766,$0-999
17768,"100,000-124,999"
17770,"50,000-59,999"
17773,"25,000-29,999"
17775,$0-999
17777,"60,000-69,999"
17781,"20,000-24,999"
17784,"3,000-3,999"
17785,"15,000-19,999"
17786,"90,000-99,999"
17788,"200,000-249,999"
17789,"5,000-7,499"
17790,"100,000-124,999"
17793,"60,000-69,999"
17798,$0-999
17800,"50,000-59,999"
17801,"2,000-2,999"
17802,"5,000-7,499"
17805,"4,000-4,999"
17807,"70,000-79,999"
17808,"60,000-69,999"
17809,"90,000-99,999"
17810,"40,000-49,999"
17811,$0-999
17812,"20,000-24,999"
17813,"1,000-1,999"
17814,"150,000-199,999"
17815,"50,000-59,999"
17818,"60,000-69,999"
17821,$0-999
17822,"20,000-24,999"
17823,"7,500-9,999"
17826,"90,000-99,999"
17830,$0-999
17838,"2,000-2,999"
17841,"70,000-79,999"
17844,"100,000-124,999"
17846,"20,000-24,999"
17848,"50,000-59,999"
17849,"10,000-14,999"
17850,"250,000-299,999"
17854,$0-999
17859,"10,000-14,999"
17867,$0-999
17868,"7,500-9,999"
17870,"30,000-39,999"
17873,"7,500-9,999"
17874,"10,000-14,999"
17876,"2,000-2,999"
17878,"20,000-24,999"
17884,$0-999
17886,$0-999
17889,"150,000-199,999"
17890,"40,000-49,999"
17892,$0-999
17899,"10,000-14,999"
17909,"100,000-124,999"
17910,"1,000-1,999"
17911,"30,000-39,999"
17915,$0-999
17917,"2,000-2,999"
17920,"25,000-29,999"
17923,"10,000-14,999"
17930,"2,000-2,999"
17936,"3,000-3,999"
17939,"15,000-19,999"
17940,"15,000-19,999"
17942,"30,000-39,999"
17944,"100,000-124,999"
17952,"20,000-24,999"
17954,"60,000-69,999"
17956,"50,000-59,999"
17957,"15,000-19,999"
17962,"20,000-24,999"
17965,$0-999
17971,"70,000-79,999"
17975,"10,000-14,999"
17978,"1,000-1,999"
17982,$0-999
17985,"60,000-69,999"
17986,"5,000-7,499"
17991,"10,000-14,999"
18001,"30,000-39,999"
18005,"1,000-1,999"
18008,"60,000-69,999"
18010,"4,000-4,999"
18011,"10,000-14,999"
18015,"15,000-19,999"
18019,"90,000-99,999"
18020,"70,000-79,999"
18030,"150,000-199,999"
18031,"15,000-19,999"
18035,"2,000-2,999"
18040,"150,000-199,999"
18041,"40,000-49,999"
18042,"30,000-39,999"
18048,$0-999
18049,"60,000-69,999"
18057,"90,000-99,999"
18061,"150,000-199,999"
18062,$0-999
18063,"3,000-3,999"
18066,"60,000-69,999"
18067,"7,500-9,999"
18071,$0-999
18074,"15,000-19,999"
18076,"3,000-3,999"
18080,"80,000-89,999"
18082,"3,000-3,999"
18084,"20,000-24,999"
18091,$0-999
18092,$0-999
18093,"100,000-124,999"
18096,"2,000-2,999"
18098,"4,000-4,999"
18100,$0-999
18101,"30,000-39,999"
18102,"2,000-2,999"
18105,"7,500-9,999"
18107,"150,000-199,999"
18108,$0-999
18112,"25,000-29,999"
18113,"100,000-124,999"
18114,"3,000-3,999"
18115,"150,000-199,999"
18117,"10,000-14,999"
18119,"10,000-14,999"
18121,"7,500-9,999"
18123,"7,500-9,999"
18129,$0-999
18134,"60,000-69,999"
18135,"60,000-69,999"
18142,"5,000-7,499"
18143,"50,000-59,999"
18144,"7,500-9,999"
18150,"70,000-79,999"
18153,$0-999
18159,"90,000-99,999"
18170,"70,000-79,999"
18171,"100,000-124,999"
18172,"25,000-29,999"
18173,$0-999
18175,"$500,000-999,999"
18176,"2,000-2,999"
18177,"30,000-39,999"
18181,"40,000-49,999"
18182,"10,000-14,999"
18184,"2,000-2,999"
18194,$0-999
18195,"50,000-59,999"
18197,"60,000-69,999"
18200,"4,000-4,999"
18202,"20,000-24,999"
18208,"60,000-69,999"
18211,"1,000-1,999"
18213,"90,000-99,999"
18221,"150,000-199,999"
18224,$0-999
18227,"10,000-14,999"
18228,"15,000-19,999"
18231,"60,000-69,999"
18234,"20,000-24,999"
18236,">$1,000,000"
18238,"100,000-124,999"
18240,"25,000-29,999"
18242,"40,000-49,999"
18243,"2,000-2,999"
18256,"3,000-3,999"
18260,"2,000-2,999"
18265,"10,000-14,999"
18266,"10,000-14,999"
18267,"5,000-7,499"
18270,$0-999
18281,"80,000-89,999"
18284,"15,000-19,999"
18286,"200,000-249,999"
18290,$0-999
18291,"15,000-19,999"
18292,"1,000-1,999"
18293,"30,000-39,999"
18296,"5,000-7,499"
18298,"90,000-99,999"
18302,"150,000-199,999"
18303,"60,000-69,999"
18305,"2,000-2,999"
18307,$0-999
18308,"3,000-3,999"
18309,$0-999
18311,$0-999
18315,$0-999
18322,"70,000-79,999"
18323,"90,000-99,999"
18326,"150,000-199,999"
18328,"250,000-299,999"
18331,"7,500-9,999"
18332,$0-999
18333,$0-999
18336,"20,000-24,999"
18337,"2,000-2,999"
18338,"10,000-14,999"
18342,"25,000-29,999"
18348,"7,500-9,999"
18350,"200,000-249,999"
18351,"2,000-2,999"
18359,"30,000-39,999"
18360,"150,000-199,999"
18365,$0-999
18369,"50,000-59,999"
18371,"200,000-249,999"
18375,"25,000-29,999"
18376,"30,000-39,999"
18377,"$500,000-999,999"
18379,"40,000-49,999"
18388,"40,000-49,999"
18390,"5,000-7,499"
18391,$0-999
18395,"90,000-99,999"
18396,"20,000-24,999"
18397,"20,000-24,999"
18400,$0-999
18403,"80,000-89,999"
18411,"30,000-39,999"
18414,"40,000-49,999"
18416,"1,000-1,999"
18419,"150,000-199,999"
18421,$0-999
18426,"125,000-149,999"
18428,"40,000-49,999"
18429,"20,000-24,999"
18431,$0-999
18432,"50,000-59,999"
18433,"7,500-9,999"
18437,"80,000-89,999"
18439,"20,000-24,999"
18441,"60,000-69,999"
18443,"90,000-99,999"
18444,"40,000-49,999"
18445,"40,000-49,999"
18446,"70,000-79,999"
18449,"40,000-49,999"
18451,"40,000-49,999"
18452,"30,000-39,999"
18455,$0-999
18463,"30,000-39,999"
18465,"100,000-124,999"
18466,"4,000-4,999"
18467,"80,000-89,999"
18477,"5,000-7,499"
18479,"70,000-79,999"
18481,"60,000-69,999"
18487,"10,000-14,999"
18489,"10,000-14,999"
18493,"90,000-99,999"
18494,"60,000-69,999"
18498,"10,000-14,999"
18500,"90,000-99,999"
18502,$0-999
18503,"30,000-39,999"
18505,"1,000-1,999"
18506,$0-999
18508,"20,000-24,999"
18510,"150,000-199,999"
18512,$0-999
18513,"10,000-14,999"
18520,"4,000-4,999"
18528,"1,000-1,999"
18531,"50,000-59,999"
18533,"150,000-199,999"
18535,"60,000-69,999"
18537,$0-999
18540,"200,000-249,999"
18543,"3,000-3,999"
18544,$0-999
18548,"150,000-199,999"
18553,"150,000-199,999"
18557,"200,000-249,999"
18558,$0-999
18559,"2,000-2,999"
18560,"90,000-99,999"
18561,"200,000-249,999"
18562,"20,000-24,999"
18563,"150,000-199,999"
18568,$0-999
18572,$0-999
18575,"30,000-39,999"
18577,"50,000-59,999"
18581,"30,000-39,999"
18583,"250,000-299,999"
18584,"20,000-24,999"
18585,"40,000-49,999"
18590,$0-999
18594,"10,000-14,999"
18597,"7,500-9,999"
18603,"60,000-69,999"
18604,"100,000-124,999"
18605,"20,000-24,999"
18607,"5,000-7,499"
18609,"150,000-199,999"
18613,"25,000-29,999"
18619,"15,000-19,999"
18627,"30,000-39,999"
18631,"10,000-14,999"
18632,"100,000-124,999"
18635,"2,000-2,999"
18639,"30,000-39,999"
18644,"50,000-59,999"
18651,"80,000-89,999"
18657,$0-999
18658,"7,500-9,999"
18659,"20,000-24,999"
18660,"250,000-299,999"
18661,"125,000-149,999"
18665,"7,500-9,999"
18666,"25,000-29,999"
18667,"100,000-124,999"
18670,"40,000-49,999"
18684,"60,000-69,999"
18695,"10,000-14,999"
18701,"40,000-49,999"
18703,"150,000-199,999"
18709,"125,000-149,999"
18711,"3,000-3,999"
18714,"60,000-69,999"
18725,"$500,000-999,999"
18726,"300,000-499,999"
18727,$0-999
18732,"5,000-7,499"
18733,"100,000-124,999"
18734,"1,000-1,999"
18744,"80,000-89,999"
18746,"70,000-79,999"
18747,"150,000-199,999"
18750,"60,000-69,999"
18753,"50,000-59,999"
18757,"7,500-9,999"
18758,"20,000-24,999"
18761,"4,000-4,999"
18765,"10,000-14,999"
18766,"7,500-9,999"
18767,"60,000-69,999"
18769,$0-999
18774,$0-999
18778,"4,000-4,999"
18781,$0-999
18782,"100,000-124,999"
18784,"50,000-59,999"
18785,"2,000-2,999"
18788,$0-999
18789,"40,000-49,999"
18790,"10,000-14,999"
18800,"30,000-39,999"
18805,"80,000-89,999"
18808,$0-999
18812,"40,000-49,999"
18813,"100,000-124,999"
18817,"150,000-199,999"
18818,$0-999
18820,$0-999
18826,"5,000-7,499"
18827,"150,000-199,999"
18829,"150,000-199,999"
18834,"7,500-9,999"
18839,"7,500-9,999"
18841,"1,000-1,999"
18848,"200,000-249,999"
18849,"150,000-199,999"
18854,"100,000-124,999"
18855,"30,000-39,999"
18858,$0-999
18860,"4,000-4,999"
18873,"30,000-39,999"
18878,"30,000-39,999"
18879,"10,000-14,999"
18880,"100,000-124,999"
18881,"15,000-19,999"
18886,$0-999
18887,"30,000-39,999"
18893,$0-999
18897,"50,000-59,999"
18906,$0-999
18907,"7,500-9,999"
18909,$0-999
18910,$0-999
18911,"2,000-2,999"
18912,"1,000-1,999"
18914,"70,000-79,999"
18918,"20,000-24,999"
18921,"70,000-79,999"
18924,"30,000-39,999"
18926,"$500,000-999,999"
18927,$0-999
18934,"4,000-4,999"
18936,"3,000-3,999"
18937,"125,000-149,999"
18938,"250,000-299,999"
18939,"15,000-19,999"
18945,"3,000-3,999"
18946,"3,000-3,999"
18948,"20,000-24,999"
18950,"25,000-29,999"
18951,"5,000-7,499"
18955,"25,000-29,999"
18961,$0-999
18963,$0-999
18967,"10,000-14,999"
18979,$0-999
18980,"300,000-499,999"
18981,"30,000-39,999"
18985,"15,000-19,999"
18993,"10,000-14,999"
18994,$0-999
18998,"100,000-124,999"
19000,"2,000-2,999"
19005,"2,000-2,999"
19007,"25,000-29,999"
19010,"80,000-89,999"
19016,"100,000-124,999"
19020,"60,000-69,999"
19021,"5,000-7,499"
19023,"10,000-14,999"
19026,"90,000-99,999"
19027,"200,000-249,999"
19028,"90,000-99,999"
19029,"10,000-14,999"
19032,"125,000-149,999"
19034,$0-999
19035,"2,000-2,999"
19037,$0-999
19038,"50,000-59,999"
19039,"5,000-7,499"
19040,$0-999
19042,"2,000-2,999"
19043,"20,000-24,999"
19048,"50,000-59,999"
19049,"30,000-39,999"
19050,"40,000-49,999"
19051,"40,000-49,999"
19053,"25,000-29,999"
19054,"40,000-49,999"
19055,"70,000-79,999"
19063,"25,000-29,999"
19069,$0-999
19071,$0-999
19074,"30,000-39,999"
19075,"40,000-49,999"
19078,$0-999
19079,"15,000-19,999"
19083,"125,000-149,999"
19088,"125,000-149,999"
19090,"150,000-199,999"
19091,"100,000-124,999"
19096,"15,000-19,999"
19097,"30,000-39,999"
19098,"30,000-39,999"
19100,"10,000-14,999"
19102,"50,000-59,999"
19103,"125,000-149,999"
19104,"300,000-499,999"
19105,"5,000-7,499"
19106,"4,000-4,999"
19109,$0-999
19113,"90,000-99,999"
19117,$0-999
19125,"30,000-39,999"
19126,"3,000-3,999"
19128,"1,000-1,999"
19131,"5,000-7,499"
19137,"100,000-124,999"
19141,"3,000-3,999"
19150,"1,000-1,999"
19154,"40,000-49,999"
19156,$0-999
19164,"15,000-19,999"
19166,"15,000-19,999"
19167,"10,000-14,999"
19168,"60,000-69,999"
19169,"30,000-39,999"
19178,"150,000-199,999"
19181,"60,000-69,999"
19185,"70,000-79,999"
19186,"40,000-49,999"
19196,"25,000-29,999"
19198,$0-999
19199,"15,000-19,999"
19200,"25,000-29,999"
19201,"100,000-124,999"
19203,"1,000-1,999"
19204,"10,000-14,999"
19205,"100,000-124,999"
19207,"20,000-24,999"
19210,"90,000-99,999"
19211,"40,000-49,999"
19215,$0-999
19218,"1,000-1,999"
19219,"4,000-4,999"
19221,$0-999
19224,"2,000-2,999"
19227,"70,000-79,999"
19232,"125,000-149,999"
19233,"20,000-24,999"
19240,"125,000-149,999"
19243,"250,000-299,999"
19245,"125,000-149,999"
19248,"250,000-299,999"
19254,"80,000-89,999"
19273,"60,000-69,999"
19274,"25,000-29,999"
19278,$0-999
19281,"100,000-124,999"
19283,"70,000-79,999"
19284,$0-999
19285,$0-999
19287,"40,000-49,999"
19289,"200,000-249,999"
19300,"4,000-4,999"
19303,"25,000-29,999"
19304,"70,000-79,999"
19307,"15,000-19,999"
19309,"100,000-124,999"
19331,"15,000-19,999"
19333,"60,000-69,999"
19335,"100,000-124,999"
19337,"30,000-39,999"
19338,"30,000-39,999"
19343,"20,000-24,999"
19347,"100,000-124,999"
19353,"7,500-9,999"
19356,"125,000-149,999"
19363,"5,000-7,499"
19376,"300,000-499,999"
19377,"40,000-49,999"
19378,"30,000-39,999"
19379,"7,500-9,999"
19385,"10,000-14,999"
19386,"50,000-59,999"
19388,"15,000-19,999"
19390,"25,000-29,999"
19393,"1,000-1,999"
19402,$0-999
19406,"10,000-14,999"
19409,"70,000-79,999"
19410,"60,000-69,999"
19411,"30,000-39,999"
19419,"10,000-14,999"
19420,"30,000-39,999"
19423,"4,000-4,999"
19424,"7,500-9,999"
19425,"3,000-3,999"
19428,"5,000-7,499"
19429,"20,000-24,999"
19431,"1,000-1,999"
19432,"20,000-24,999"
19437,"90,000-99,999"
19440,"30,000-39,999"
19446,$0-999
19449,"100,000-124,999"
19450,"90,000-99,999"
19453,"30,000-39,999"
19458,"1,000-1,999"
19459,"4,000-4,999"
19462,"50,000-59,999"
19464,"40,000-49,999"
19468,"100,000-124,999"
19469,"80,000-89,999"
19470,"70,000-79,999"
19471,"15,000-19,999"
19472,"125,000-149,999"
19474,"40,000-49,999"
19476,"90,000-99,999"
19478,"25,000-29,999"
19480,"4,000-4,999"
19481,"40,000-49,999"
19484,"10,000-14,999"
19486,$0-999
19488,"10,000-14,999"
19491,"3,000-3,999"
19496,"25,000-29,999"
19497,"40,000-49,999"
19499,$0-999
19501,"3,000-3,999"
19502,"$500,000-999,999"
19505,"4,000-4,999"
19507,"25,000-29,999"
19509,"50,000-59,999"
19513,$0-999
19514,"2,000-2,999"
19515,"5,000-7,499"
19516,"5,000-7,499"
19520,"1,000-1,999"
19526,"7,500-9,999"
19528,"30,000-39,999"
19530,"80,000-89,999"
19531,"2,000-2,999"
19538,"70,000-79,999"
19539,"40,000-49,999"
19541,"60,000-69,999"
19543,"2,000-2,999"
19552,"40,000-49,999"
19559,$0-999
19560,"5,000-7,499"
19561,"30,000-39,999"
19565,"10,000-14,999"
19569,$0-999
19572,"100,000-124,999"
19573,"50,000-59,999"
19582,"20,000-24,999"
19583,"5,000-7,499"
19589,"60,000-69,999"
19593,"10,000-14,999"
19594,"5,000-7,499"
19595,"30,000-39,999"
19596,"80,000-89,999"
19598,"10,000-14,999"
19599,"70,000-79,999"
19601,"5,000-7,499"
19602,$0-999
19605,"4,000-4,999"
19608,"2,000-2,999"
19609,">$1,000,000"
19611,$0-999
19618,"60,000-69,999"
19620,"3,000-3,999"
19622,"2,000-2,999"
19632,"20,000-24,999"
19633,"40,000-49,999"
19634,"100,000-124,999"
19635,"3,000-3,999"
19636,"150,000-199,999"
19637,"7,500-9,999"
19642,"25,000-29,999"
19644,"2,000-2,999"
19646,"3,000-3,999"
19647,"90,000-99,999"
19655,"10,000-14,999"
19658,"5,000-7,499"
19660,"20,000-24,999"
19664,"40,000-49,999"
19665,"125,000-149,999"
19675,"60,000-69,999"
19677,$0-999
19678,"5,000-7,499"
19681,"100,000-124,999"
19683,"150,000-199,999"
19686,"4,000-4,999"
19687,"3,000-3,999"
19688,"15,000-19,999"
19689,"10,000-14,999"
19693,"4,000-4,999"
19696,"1,000-1,999"
19706,"1,000-1,999"
19709,$0-999
19710,"125,000-149,999"
19719,"40,000-49,999"
19721,"20,000-24,999"
19723,"90,000-99,999"
19728,"300,000-499,999"
19729,"150,000-199,999"
19730,"25,000-29,999"
19734,$0-999
19739,"50,000-59,999"
19740,"10,000-14,999"
19741,"250,000-299,999"
19742,"200,000-249,999"
19744,"100,000-124,999"
19746,"250,000-299,999"
19748,"60,000-69,999"
19753,"15,000-19,999"
19755,"200,000-249,999"
19756,"200,000-249,999"
19758,$0-999
19761,"100,000-124,999"
19764,"125,000-149,999"
19766,"250,000-299,999"
19768,"5,000-7,499"
19771,"70,000-79,999"
19773,"30,000-39,999"
19775,"20,000-24,999"
19782,"250,000-299,999"
19785,"50,000-59,999"
19787,"3,000-3,999"
19788,"1,000-1,999"
19789,"7,500-9,999"
19799,"7,500-9,999"
19807,"80,000-89,999"
19809,"1,000-1,999"
19813,$0-999
19816,"90,000-99,999"
19824,"200,000-249,999"
19825,"100,000-124,999"
19828,$0-999
19835,$0-999
19840,"3,000-3,999"
19841,"90,000-99,999"
19845,"1,000-1,999"
19846,"20,000-24,999"
19847,"70,000-79,999"
19848,"100,000-124,999"
19849,"10,000-14,999"
19851,"10,000-14,999"
19854,"100,000-124,999"
19856,$0-999
19857,"2,000-2,999"
19862,"1,000-1,999"
19863,"1,000-1,999"
19869,"7,500-9,999"
19872,"125,000-149,999"
19875,"7,500-9,999"
19876,"70,000-79,999"
19878,$0-999
19879,"40,000-49,999"
19880,"125,000-149,999"
19883,"40,000-49,999"
19884,"150,000-199,999"
19885,"70,000-79,999"
19886,"125,000-149,999"
19888,"3,000-3,999"
19891,$0-999
19897,"5,000-7,499"
19902,$0-999
19904,"20,000-24,999"
19905,"4,000-4,999"
19907,$0-999
19917,"90,000-99,999"
19918,"30,000-39,999"
19921,$0-999
19925,"100,000-124,999"
19926,"80,000-89,999"
19932,"10,000-14,999"
19940,"125,000-149,999"
19942,$0-999
19944,"80,000-89,999"
19945,"20,000-24,999"
19946,"7,500-9,999"
19947,"5,000-7,499"
19948,$0-999
19958,$0-999
19962,$0-999
19966,"150,000-199,999"
19967,"30,000-39,999"
19968,"100,000-124,999"
19969,"10,000-14,999"
19971,"100,000-124,999"
19972,"150,000-199,999"
19976,"40,000-49,999"
19984,"40,000-49,999"
19985,"40,000-49,999"
19987,"25,000-29,999"
19992,"10,000-14,999"
19994,"50,000-59,999"
19997,"5,000-7,499"
20000,"30,000-39,999"
20002,"30,000-39,999"
20010,"150,000-199,999"
20011,$0-999
20013,"20,000-24,999"
20014,"100,000-124,999"
20020,"80,000-89,999"
20022,"50,000-59,999"
20023,"30,000-39,999"
20024,"7,500-9,999"
20025,$0-999
20033,"30,000-39,999"
20034,"1,000-1,999"
20037,"10,000-14,999"
20038,"25,000-29,999"
20041,"15,000-19,999"
20043,"40,000-49,999"
20045,"70,000-79,999"
20047,"50,000-59,999"
20048,$0-999
20059,"100,000-124,999"
20062,"10,000-14,999"
20063,"15,000-19,999"
20074,"125,000-149,999"
20076,"250,000-299,999"
20081,$0-999
20082,"100,000-124,999"
20085,$0-999
20088,$0-999
20090,"100,000-124,999"
20097,"125,000-149,999"
20098,"1,000-1,999"
20100,"200,000-249,999"
20101,"100,000-124,999"
20102,"25,000-29,999"
20103,"5,000-7,499"
20108,"150,000-199,999"
20110,"80,000-89,999"
20112,$0-999
20117,"4,000-4,999"
20119,"7,500-9,999"
20120,"5,000-7,499"
20125,"50,000-59,999"
20127,"300,000-499,999"
20129,"1,000-1,999"
20134,"50,000-59,999"
20137,"1,000-1,999"
20138,"3,000-3,999"
20146,"5,000-7,499"
20149,"10,000-14,999"
20153,"10,000-14,999"
20154,"50,000-59,999"
20157,"125,000-149,999"
20169,$0-999
20172,$0-999
20175,"2,000-2,999"
20180,"40,000-49,999"
20187,$0-999
20192,"60,000-69,999"
20193,"5,000-7,499"
20195,"5,000-7,499"
20196,"20,000-24,999"
20198,"200,000-249,999"
20199,"30,000-39,999"
20205,"7,500-9,999"
20206,"50,000-59,999"
20207,$0-999
20212,"1,000-1,999"
20215,$0-999
20220,"20,000-24,999"
20225,"50,000-59,999"
20228,"10,000-14,999"
20229,"40,000-49,999"
20230,"4,000-4,999"
20232,$0-999
20236,"100,000-124,999"
20237,$0-999
20241,$0-999
20244,"30,000-39,999"
20247,"1,000-1,999"
20248,"125,000-149,999"
20251,"15,000-19,999"
20254,$0-999
20255,"4,000-4,999"
20256,"70,000-79,999"
20259,"40,000-49,999"
20262,"125,000-149,999"
20270,"5,000-7,499"
20275,"100,000-124,999"
20280,"3,000-3,999"
20284,"70,000-79,999"
20286,"50,000-59,999"
20287,"50,000-59,999"
20288,"25,000-29,999"
20293,$0-999
20294,$0-999
20297,"150,000-199,999"
20301,$0-999
20303,"2,000-2,999"
20304,"15,000-19,999"
20307,$0-999
20308,"80,000-89,999"
20309,"15,000-19,999"
20311,"40,000-49,999"
20319,"80,000-89,999"
20322,$0-999
20329,"10,000-14,999"
